#GENE	DISEASE	TYPE	ID	INH
TCAP	Cardiomyopathy, hypertrophic, 25	disease	607487 	AD
TCAP	Muscular dystrophy, limb-girdle, autosomal recessive 7	disease	601954 	AR
PGAP3	Hyperphosphatasia with mental retardation syndrome 4	disease	615716 	AR
ERBB2	Gastric cancer, somatic	disease	613659 	
ERBB2	Adenocarcinoma of lung, somatic	disease	211980 	
ERBB2	Ovarian cancer, somatic	disease	167000 	
ERBB2	Visceral neuropathy, familial, 2, autosomal recessive	provisional	619465 	AR
ERBB2	Glioblastoma, somatic	disease	137800 	
IKZF3	Immunodeficiency 84	provisional	619437 	
THRA	Hypothyroidism, congenital, nongoitrous, 6	disease	614450 	AD
CDC6	Meier-Gorlin syndrome 5	provisional	613805 	AR
RARA	Leukemia, acute promyelocytic	disease	612376 	
TOP2A	DNA topoisomerase II, resistance to inhibition of	disease	by amsacrine 	
SMARCE1	Meningioma, familial, susceptibility to	susceptibility	607174 	AD
SMARCE1	Coffin-Siris syndrome 5	disease	616938 	AD
KRT25	Woolly hair, autosomal recessive 3	disease	616760 	AR
KRT10	Epidermolytic hyperkeratosis	disease	113800 	AR;AD
KRT10	Ichthyosis with confetti	disease	609165 	AD
KRT10	Ichthyosis, cyclic, with epidermolytic hyperkeratosis	disease	607602 	AD
KRT12	Meesmann corneal dystrophy 1	disease	122100 	AD
KRT13	White sponge nevus 2	disease	615785 	AD
KRT9	Palmoplantar keratoderma, epidermolytic	disease	144200 	AD
KRT14	Epidermolysis bullosa simplex 1D, generalized, intermediate or severe, autosomal recessive	disease	601001 	AR
KRT14	Epidermolysis bullosa simplex 1C, localized	disease	131800 	AD
KRT14	Dermatopathia pigmentosa reticularis	disease	125595 	AD
KRT14	Epidermolysis bullosa simplex 1A, generalized severe	disease	131760 	AD
KRT14	Naegeli-Franceschetti-Jadassohn syndrome	disease	161000 	AD
KRT14	Epidermolysis bullosa simplex 1B, generalized intermediate	disease	131900 	AD
KRT16	Palmoplantar keratoderma, nonepidermolytic, focal	disease	613000 	AD
KRT16	Pachyonychia congenita 1	disease	167200 	AD
KRT17	Steatocystoma multiplex	disease	184500 	AD
KRT17	Pachyonychia congenita 2	disease	167210 	AD
JUP	Naxos disease	disease	601214 	AR
JUP	Arrhythmogenic right ventricular dysplasia 12	provisional	611528 	AD
FKBP10	Osteogenesis imperfecta, type XI	disease	610968 	AR
FKBP10	Bruck syndrome 1	disease	259450 	AR
KLHL10	Spermatogenic failure 11	disease	615081 	AD
ODAD4	Ciliary dyskinesia, primary, 35	disease	617092 	AR
CNP	Leukodystrophy, hypomyelinating, 20	provisional	619071 	AR
HCRT	Narcolepsy 1	provisional	161400 	AD
STAT5B	Growth hormone insensitivity with immune dysregulation 1, autosomal recessive	disease	245590 	AR
STAT5B	Growth hormone insensitivity with immune dysregulation 2, autosomal dominant	disease	618985 	AD
STAT5B	Leukemia, acute promyelocytic, somatic	disease	102578 	
STAT3	Hyper-IgE recurrent infection syndrome	disease	147060 	AD
STAT3	Autoimmune disease, multisystem, infantile-onset, 1	disease	615952 	AD
CAVIN1	Lipodystrophy, congenital generalized, type 4	disease	613327 	AR
NAGLU	Charcot-Marie-Tooth disease, axonal, type 2V	provisional	616491 	AD
NAGLU	Mucopolysaccharidosis type IIIB (Sanfilippo B)	disease	252920 	AR
COASY	Pontocerebellar hypoplasia, type 12	disease	618266 	AR
COASY	Neurodegeneration with brain iron accumulation 6	disease	615643 	AR
PSMC3IP	Ovarian dysgenesis 3	disease	614324 	AR
TUBG1	Cortical dysplasia, complex, with other brain malformations 4	disease	615412 	AD
CNTNAP1	Lethal congenital contracture syndrome 7	disease	616286 	AR
CNTNAP1	Hypomyelinating neuropathy, congenital, 3	disease	618186 	AR
WNK4	Pseudohypoaldosteronism, type IIB	disease	614491 	AD
COA3	Mitochondrial complex IV deficiency, nuclear type 14	provisional	619058 	AR
G6PC1	Glycogen storage disease Ia	disease	232200 	AR
RPL27	Diamond-Blackfan anemia 16	provisional	617408 	AD
BRCA1	Fanconi anemia, complementation group S	disease	617883 	AR
BRCA1	Breast-ovarian cancer, familial, 1	susceptibility	604370 	AD;MF
BRCA1	Pancreatic cancer, susceptibility to, 4	susceptibility	614320 	
MEOX1	Klippel-Feil syndrome 2	disease	214300 	AR
SOST	Sclerosteosis 1	disease	269500 	AR
SOST	Craniodiaphyseal dysplasia, autosomal dominant	disease	122860 	AD
NAGS	N-acetylglutamate synthase deficiency	disease	237310 	AR
G6PC3	Dursun syndrome	disease	612541 	AR
G6PC3	Neutropenia, severe congenital 4, autosomal recessive	disease	612541 	AR
UBTF	Neurodegeneration, childhood-onset, with brain atrophy	disease	617672 	AD
SLC4A1	Blood group, Swann	non-disease	601550 	
SLC4A1	Blood group, Wright	non-disease	112050 	
SLC4A1	Malaria, resistance to	non-disease	611162 	
SLC4A1	Distal renal tubular acidosis 1	disease	179800 	AD
SLC4A1	Blood group, Waldner	non-disease	112010 	
SLC4A1	Spherocytosis, type 4	disease	612653 	AD
SLC4A1	Blood group, Froese	non-disease	601551 	
SLC4A1	Distal renal tubular acidosis 4 with hemolytic anemia	disease	611590 	AR
SLC4A1	Cryohydrocytosis	disease	185020 	AD
SLC4A1	Ovalocytosis, SA type	disease	166900 	AD
SLC4A1	Blood group, Diego	non-disease	110500 	
GRN	Aphasia, primary progressive	disease	607485 	AD
GRN	Frontotemporal lobar degeneration with ubiquitin-positive inclusions	disease	607485 	AD
GRN	Ceroid lipofuscinosis, neuronal, 11	disease	614706 	AR
ITGA2B	Thrombocytopenia, neonatal alloimmune	disease	BAK antigen related 	
ITGA2B	Glanzmann thrombasthenia 1	disease	273800 	AR
ITGA2B	Bleeding disorder, platelet-type, 16, autosomal dominant	disease	187800 	AD
FZD2	Omodysplasia 2	disease	164745 	AD
EFTUD2	Mandibulofacial dysostosis, Guion-Almeida type	disease	610536 	AD
CCDC103	Ciliary dyskinesia, primary, 17	disease	614679 	AR
GFAP	Alexander disease	disease	203450 	AD
PLEKHM1	Osteopetrosis, autosomal recessive 6	provisional	611497 	AR
PLEKHM1	Osteopetrosis, autosomal dominant 3	disease	618107 	AD
MAPT	Supranuclear palsy, progressive	disease	601104 	AD
MAPT	Supranuclear palsy, progressive atypical	disease	260540 	AR
MAPT	Dementia, frontotemporal, with or without parkinsonism	disease	600274 	AD
MAPT	Parkinson disease, susceptibility to	susceptibility	168600 	AD;MF
MAPT	Pick disease	disease	172700 	AD
KANSL1	Koolen-De Vries syndrome	disease	610443 	AD
NSF	Developmental and epileptic encephalopathy 96	disease	619340 	AD
WNT3	Tetra-amelia syndrome 1	provisional	273395 	AR
GOSR2	Epilepsy, progressive myoclonic 6	disease	614018 	AR
MYL4	Atrial fibrillation, familial, 18	provisional	617280 	AD
ITGB3	Bleeding disorder, platelet-type, 24, autosomal dominant	disease	619271 	
ITGB3	Thrombocytopenia	disease	neonatal alloimmune 	
ITGB3	Purpura	disease	posttransfusion 	
ITGB3	Myocardial infarction, susceptibility to	susceptibility	608446 	
ITGB3	Glanzmann thrombasthenia 2	disease	619267 	
TBX21	Asthma and nasal polyps	disease	208550 	AR
TBX21	Immunodeficiency 88	provisional	619630 	AR
TBX21	Asthma, aspirin-induced, susceptibility to	susceptibility	208550 	AR
PNPO	Pyridoxamine 5'-phosphate oxidase deficiency	disease	610090 	AR
HOXB1	Facial paresis, hereditary congenital, 3	disease	614744 	AR
HOXB13	Prostate cancer, hereditary, 9	susceptibility	610997 	
B4GALNT2	Blood group, Sid system	non-disease	615018 	
B4GALNT2	Sd(a) polyagglutination syndrome	disease	615018 	
PHB1	Breast cancer, susceptibility to	susceptibility	114480 	SMU;AD
SPOP	Nabais Sa-de Vries syndrome, type 1	disease	618828 	AD
SPOP	Nabais Sa-de Vries syndrome, type 2	disease	618829 	AD
DLX4	Orofacial cleft 15	provisional	616788 	AD
DLX3	Trichodontoosseous syndrome	disease	190320 	AD
DLX3	Amelogenesis imperfecta, type IV	disease	104510 	AD
ITGA3	Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital	disease	614748 	AR
SGCA	Muscular dystrophy, limb-girdle, autosomal recessive 3	disease	608099 	AR
COL1A1	Osteogenesis imperfecta, type II	disease	166210 	AD
COL1A1	Caffey disease	disease	114000 	AD
COL1A1	Ehlers-Danlos syndrome, arthrochalasia type, 1	disease	130060 	AD
COL1A1	Osteogenesis imperfecta, type I	disease	166200 	AD
COL1A1	Bone mineral density variation QTL, osteoporosis	susceptibility	166710 	AD
COL1A1	Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 1	disease	619115 	AD
COL1A1	Osteogenesis imperfecta, type IV	disease	166220 	AD
COL1A1	Osteogenesis imperfecta, type III	disease	259420 	AD
XYLT2	Pseudoxanthoma elasticum, modifier of severity of	susceptibility	264800 	AR
XYLT2	Spondyloocular syndrome	disease	605822 	AR
CACNA1G	Spinocerebellar ataxia 42	disease	616795 	AD
CACNA1G	Spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits	disease	618087 	AD
NOG	Symphalangism, proximal, 1A	disease	185800 	AD
NOG	Brachydactyly, type B2	disease	611377 	AD
NOG	Stapes ankylosis with broad thumbs and toes	disease	184460 	AD
NOG	Tarsal-carpal coalition syndrome	disease	186570 	AD
NOG	Multiple synostoses syndrome 1	disease	186500 	AD
DGKE	Hemolytic uremic syndrome, atypical, susceptibility to, 7	susceptibility	615008 	AR
DGKE	Nephrotic syndrome, type 7	disease	615008 	AR
MRPS23	Combined oxidative phosphorylation defiency 46	provisional	618952 	AR
EPX	Eosinophil peroxidase deficiency	non-disease	261500 	AR
MKS1	Bardet-Biedl syndrome 13	disease	615990 	AR
MKS1	Meckel syndrome 1	disease	249000 	AR
MKS1	Joubert syndrome 28	disease	617121 	AR
MPO	Alzheimer disease, susceptibility to	susceptibility	104300 	AD
MPO	Myeloperoxidase deficiency	disease	254600 	AR
MPO	Lung cancer, protection against	susceptibility	in smokers} 	
RNF43	Sessile serrated polyposis cancer syndrome	disease	617108 	AD
TEX14	Spermatogenic failure 23	disease	617707 	AR
RAD51C	Breast-ovarian cancer, familial, susceptibility to, 3	susceptibility	613399 	
RAD51C	Fanconi anemia, complementation group O	disease	613390 	AR
TRIM37	Mulibrey nanism	disease	253250 	AR
SMG8	Alzahrani-Kuwahara syndrome	disease	619268 	AR
CLTC	Mental retardation, autosomal dominant 56	disease	617854 	AD
PTRH2	Infantile-onset multisystem neurologic, endocrine, and pancreatic disease	disease	616263 	AR
PPM1D	Breast cancer, somatic	disease	114480 	
PPM1D	Jansen de Vries syndrome	disease	617450 	AD
BCAS3	Hengel-Maroofian-Schols syndrome	disease	619641 	AR
TBX2	Vertebral anomalies and variable endocrine and T-cell dysfunction	disease	618223 	AD
TBX4	Ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension	disease	147891 	AD
TBX4	Amelia, posterior, with pelvic and pulmonary hypoplasia syndrome	disease	601360 	AR
BRIP1	Fanconi anemia, complementation group J	disease	609054 	
BRIP1	Breast cancer, early-onset, susceptibility to	susceptibility	114480 	SMU;AD
MED13	Intellectual developmental disorder 61	disease	618009 	AD
TLK2	Intellectual developmental disorder, autosomal dominant 57	disease	618050 	AD
TANC2	Intellectual developmental disorder with autistic features and language delay, with or without seizures	disease	618906 	AD
CYB561	Orthostatic hypotension 2	disease	618182 	AR
ACE	Stroke, hemorrhagic	susceptibility	614519 	
ACE	Renal tubular dysgenesis	disease	267430 	AR
ACE	Myocardial infarction	susceptibility	susceptibility to} 	
ACE	Microvascular complications of diabetes 3	susceptibility	612624 	
ACE	Angiotensin I-converting enzyme	non-disease	benign serum increase] 	
ACE	SARS	susceptibility	progression of} 	
TACO1	Mitochondrial complex IV deficiency, nuclear type 8	disease	619052 	AR
STRADA	Polyhydramnios, megalencephaly, and symptomatic epilepsy	disease	611087 	AR
CCDC47	Trichohepatoneurodevelopmental syndrome	disease	618268 	AR
SMARCD2	Specific granule deficiency 2	disease	617475 	AR
CSH1	Specific granule deficiency 2	disease	617475 	AR
GH1	Kowarski syndrome	disease	262650 	AR
GH1	Growth hormone deficiency, isolated, type II	disease	173100 	AD
GH1	Growth hormone deficiency, isolated, type IB	disease	612781 	
GH1	Growth hormone deficiency, isolated, type IA	disease	262400 	AR
CD79B	Agammaglobulinemia 6	disease	612692 	AR
SCN4A	Paramyotonia congenita	disease	168300 	AD
SCN4A	Hypokalemic periodic paralysis, type 2	disease	613345 	AD
SCN4A	Myotonia congenita, atypical, acetazolamide-responsive	disease	608390 	AD
SCN4A	Myasthenic syndrome, congenital, 16	disease	614198 	AR
SCN4A	Hyperkalemic periodic paralysis, type 2	disease	170500 	AD
POLG2	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4	disease	610131 	AD
POLG2	Mitochondrial DNA depletion syndrome 16 (hepatic type)	provisional	618528 	AR
POLG2	Mitochondrial DNA depletion syndrome 16B (neuroophthalmic type)	provisional	619425 	AR
RGS9	Bradyopsia	disease	608415 	
AXIN2	Colorectal cancer, somatic	disease	114500 	
AXIN2	Oligodontia-colorectal cancer syndrome	disease	608615 	AD
CEP112	Spermatogenic failure 44	disease	619044 	AR
PRKCA	Pituitary tumor	disease	invasive 	
PSMD12	Stankiewicz-Isidor syndrome	disease	617516 	AD
BPTF	Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	disease	617755 	AD
ARSG	Usher syndrome, type IV	disease	618144 	AR
PRKAR1A	Pigmented nodular adrenocortical disease, primary, 1	disease	610489 	AD
PRKAR1A	Acrodysostosis 1, with or without hormone resistance	disease	101800 	AD
PRKAR1A	Adrenocortical tumor	disease	somatic 	
PRKAR1A	Carney complex, type 1	disease	160980 	AD
PRKAR1A	Myxoma, intracardiac	disease	255960 	AD
FAM20A	Amelogenesis imperfecta, type IG (enamel-renal syndrome)	disease	204690 	AR
ABCA5	Hypertrichosis, congenital generalized, with gingival hyperplasia	provisional	135400 	AR
KCNJ16	Hypokalemic tubulopathy and deafness	disease	619406 	AR
KCNJ2	Atrial fibrillation, familial, 9	disease	613980 	AD
KCNJ2	Andersen syndrome	disease	170390 	AD
KCNJ2	Short QT syndrome 3	disease	609622 	
SOX9	Campomelic dysplasia with autosomal sex reversal	disease	114290 	AD
SOX9	Acampomelic campomelic dysplasia	disease	114290 	AD
SOX9	Campomelic dysplasia	disease	114290 	AD
COG1	Congenital disorder of glycosylation, type IIg	disease	611209 	AR
DNAI2	Ciliary dyskinesia, primary, 9, with or without situs inversus	disease	612444 	AR
SLC9A3R1	Nephrolithiasis/osteoporosis, hypophosphatemic, 2	disease	612287 	AD
FDXR	Auditory neuropathy and optic atrophy	disease	617717 	AR
USH1G	Usher syndrome, type 1G	disease	606943 	AR
NUP85	Nephrotic syndrome, type 17	disease	618176 	AR
MRPS7	Combined oxidative phosphorylation deficiency 34	provisional	617872 	AR
SLC25A19	Microcephaly, Amish type	disease	607196 	AR
SLC25A19	Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type)	disease	613710 	AR
TMEM94	Intellectual developmental disorder with cardiac defects and dysmorphic facies	disease	618316 	AR
TSEN54	Pontocerebellar hypoplasia type 2A	disease	277470 	AR
TSEN54	Pontocerebellar hypoplasia type 4	disease	225753 	AR
TSEN54	Pontocerebellar hypoplasia type 5	provisional	610204 	AR
ITGB4	Epidermolysis bullosa of hands and feet	disease	131800 	AD
ITGB4	Epidermolysis bullosa, junctional, with pyloric atresia	disease	226730 	AR
ITGB4	Epidermolysis bullosa, junctional, non-Herlitz type	disease	226650 	AR
GALK1	Galactokinase deficiency with cataracts	disease	230200 	AR
UNC13D	Hemophagocytic lymphohistiocytosis, familial, 3	disease	608898 	AR
WBP2	Deafness, autosomal recessive 107	disease	617639 	AR
ACOX1	Mitchell syndrome	disease	618960 	AD
ACOX1	Peroxisomal acyl-CoA oxidase deficiency	disease	264470 	AR
EXOC7	Neurodevelopmental disorder with seizures and brain atrophy	disease	619072 	
FOXJ1	Ciliary dyskinesia, primary, 43	disease	618699 	AD
QRICH2	Spermatogenic failure 35	disease	618341 	AR
RHBDF2	Tylosis with esophageal cancer	disease	148500 	AD
PRCD	Retinitis pigmentosa 36	disease	610599 	
METTL23	Mental retardation, autosomal recessive 44	disease	615942 	AR
SEPTIN9	Amyotrophy, hereditary neuralgic	disease	162100 	AD
TMC6	Epidermodysplasia verruciformis	disease	226400 	AR
TMC8	Epidermodysplasia verruciformis 2	disease	618231 	AR
DNAH17	Spermatogenic failure 39	disease	618643 	AR
CANT1	Desbuquois dysplasia 1	disease	251450 	AR
CANT1	Epiphyseal dysplasia, multiple, 7	disease	617719 	AR
CBX2	46XY sex reversal 5	provisional	613080 	AR
CCDC40	Ciliary dyskinesia, primary, 15	disease	613808 	AR
GAA	Glycogen storage disease II	disease	232300 	AR
EIF4A3	Robin sequence with cleft mandible and limb anomalies	disease	268305 	AR
CARD14	Psoriasis 2	disease	602723 	AD
CARD14	Pityriasis rubra pilaris	disease	173200 	AD
SGSH	Mucopolysaccharidosis type IIIA (Sanfilippo A)	disease	252900 	AR
RNF213	Moyamoya disease 2, susceptibility to	susceptibility	607151 	AR;AD
NDUFAF8	Mitochondrial complex I deficiency, nuclear type 34	disease	618776 	AR
ACTG1	Deafness, autosomal dominant 20/26	disease	604717 	AD
ACTG1	Baraitser-Winter syndrome 2	disease	614583 	AD
FSCN2	Retinitis pigmentosa 30	disease	607921 	
PDE6G	Retinitis pigmentosa 57	disease	613582 	AR
MRPL12	Combined oxidative phosphorylation deficiency 45	provisional	618951 	AR
SLC25A10	Mitochondrial DNA depletion syndrome 19	provisional	618972 	AR
GCGR	Mahvash disease	disease	619290 	AR
P4HB	Cole-Carpenter syndrome 1	disease	112240 	AD
ARHGDIA	Nephrotic syndrome, type 8	disease	615244 	AR
PCYT2	Spastic paraplegia 82, autosomal recessive	disease	618770 	AR
PYCR1	Cutis laxa, autosomal recessive, type IIIB	disease	614438 	
PYCR1	Cutis laxa, autosomal recessive, type IIB	disease	612940 	AR
ASPSCR1	Alveolar soft-part sarcoma	disease	606243 	
RAC3	Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies	disease	618577 	AD
DCXR	Pentosuria	non-disease	260800 	AR
CSNK1D	Advanced sleep-phase syndrome, familial, 2	disease	615224 	AD
CYBC1	Chronic granulomatous disease 5, autosomal recessive	disease	618935 	AR
WDR45B	Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures	disease	617977 	AR
TBCD	Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum	disease	617193 	AR
ZNF750	Seborrhea-like dermatitis with psoriasiform elements	disease	610227 	
SMCHD1	Bosma arhinia microphthalmia syndrome	disease	603457 	AD
SMCHD1	Fascioscapulohumeral muscular dystrophy 2, digenic	disease	158901 	DD
LPIN2	Majeed syndrome	disease	609628 	
TGIF1	Holoprosencephaly 4	disease	142946 	AD
LAMA1	Poretti-Boltshauser syndrome	disease	615960 	AR
NDUFV2	Mitochondrial complex I deficiency, nuclear type 7	disease	618229 	AR
APCDD1	Hypotrichosis 1	disease	605389 	AD
PIEZO2	Arthrogryposis, distal, type 5	disease	108145 	AD
PIEZO2	Arthrogryposis, distal, with impaired proprioception and touch	disease	617146 	AR
PIEZO2	Arthrogryposis, distal, type 3	disease	114300 	AD
PIEZO2	Marden-Walker syndrome	provisional	248700 	AD
GNAL	Dystonia 25	disease	615073 	AD
TUBB6	Facial palsy, congenitla, with ptosis and velopharyngeal dysfunction	provisional	617732 	AD
AFG3L2	Spastic ataxia 5, autosomal recessive	disease	614487 	AR
AFG3L2	Optic atrophy 12	disease	618977 	AD
AFG3L2	Spinocerebellar ataxia 28	disease	610246 	AD
PSMG2	Proteasome-associated autoinflammatory syndrome 4	provisional	619183 	AR
MC2R	Glucocorticoid deficiency, due to ACTH unresponsiveness	disease	202200 	AR
GREB1L	Deafness, autosomal dominant 80	disease	619274 	AD
GREB1L	Renal hypodysplasia/aplasia 3	disease	617805 	AD
MIB1	Left ventricular noncompaction 7	disease	615092 	AD
GATA6	Atrial septal defect 9	disease	614475 	AD
GATA6	Persistent truncus arteriosus	disease	217095 	
GATA6	Pancreatic agenesis and congenital heart defects	disease	600001 	AD
GATA6	Atrioventricular septal defect 5	disease	614474 	AD
GATA6	Tetralogy of Fallot	disease	187500 	AD
RBBP8	Seckel syndrome 2	disease	606744 	AR
RBBP8	Jawad syndrome	disease	251255 	AR
RBBP8	Pancreatic carcinoma	disease	somatic 	
NPC1	Niemann-Pick disease, type C1	disease	257220 	AR
NPC1	Niemann-Pick disease, type D	disease	257220 	AR
LAMA3	Laryngoonychocutaneous syndrome	disease	245660 	AR
LAMA3	Epidermolysis bullosa, junctional, Herlitz type	disease	226700 	AR
LAMA3	Epidermolysis bullosa, generalized atrophic benign	disease	226650 	AR
SS18	Sarcoma	disease	synovial 	
TAF4B	Spermatogenic failure 13	provisional	615841 	AR
KCTD1	Scalp-ear-nipple syndrome	disease	181270 	AD
CDH2	Arrhythmogenic right ventricular dysplasia, familial, 14	disease	618920 	AD
CDH2	Agenesis of corpus callosum, cardiac, ocular, and genital syndrome	disease	618929 	AD
DSC3	Hypotrichosis and recurrent skin vesicles	disease	613102 	AR
DSC2	Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair	disease	610476 	AR;AD
DSC2	Arrhythmogenic right ventricular dysplasia 11	disease	610476 	AR;AD
DSG1	Keratosis palmoplantaris striata I, AD	disease	148700 	AD
DSG1	Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE	disease	615508 	AR
DSG4	Hypotrichosis 6	disease	607903 	AR
DSG3	Blistering, acantholytic, of oral and laryngeal mucosa	disease	619226 	AR
DSG2	Cardiomyopathy, dilated, 1BB	disease	612877 	
DSG2	Arrhythmogenic right ventricular dysplasia 10	disease	610193 	AD
TTR	Amyloidosis, hereditary, transthyretin-related	disease	105210 	AD
TTR	Carpal tunnel syndrome, familial	disease	115430 	AD
TTR	Dystransthyretinemic hyperthyroxinemia	non-disease	145680 	AD
RNF125	Tenorio syndrome	disease	616260 	AD
ASXL3	Bainbridge-Ropers syndrome	disease	615485 	AD
DTNA	Left ventricular noncompaction 1, with or without congenital heart defects	disease	604169 	AD
MAPRE2	Symmetric circumferential skin creases, congenital, 2	disease	616734 	AD
ELP2	Mental retardation, autosomal recessive 58	disease	617270 	AR
MOCOS	Xanthinuria, type II	disease	603592 	AR
FHOD3	Cardiomyopathy, familial hypertrophic, 28	disease	619402 	AD
SETBP1	Schinzel-Giedion midface retraction syndrome	disease	269150 	AD
SETBP1	Mental retardation, autosomal dominant 29	disease	616078 	AD
SLC14A1	Blood group, Kidd	non-disease	111000 	
EPG5	Vici syndrome	disease	242840 	AR
ATP5F1A	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4	provisional	615228 	AR
ATP5F1A	Combined oxidative phosphorylation deficiency 22	provisional	616045 	AR
LOXHD1	Deafness, autosomal recessive 77	disease	613079 	AR
IER3IP1	Microcephaly, epilepsy, and diabetes syndrome	disease	614231 	AR
SMAD2	Loeys-Dietz syndrome 6	disease	619656 	AD
SMAD2	Congenital heart defects, multiple types, 8, with or without heterotaxy	disease	619657 	AD
SMAD7	Colorectal cancer, susceptibility to, 3	susceptibility	612229 	
DYM	Smith-McCort dysplasia	disease	607326 	AR
DYM	Dyggve-Melchior-Clausen disease	disease	223800 	AR
MYO5B	Diarrhea 2, with microvillus atrophy	disease	251850 	AR
CFAP53	Heterotaxy, visceral, 6, autosomal recessive	disease	614779 	AR
SMAD4	Pancreatic cancer, somatic	disease	260350 	
SMAD4	Myhre syndrome	disease	139210 	AD
SMAD4	Polyposis, juvenile intestinal	disease	174900 	AD
SMAD4	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	disease	175050 	AD
DCC	Mirror movements 1 and/or agenesis of the corpus callosum	disease	157600 	AD
DCC	Esophageal carcinoma, somatic	disease	133239 	
DCC	Colorectal cancer, somatic	disease	114500 	
DCC	Gaze palsy, familial horizontal, with progressive scoliosis, 2	disease	617542 	AR
TCF4	Pitt-Hopkins syndrome	disease	610954 	AD
TCF4	Corneal dystrophy, Fuchs endothelial, 3	disease	613267 	AD
FECH	Protoporphyria, erythropoietic, 1	disease	177000 	AR
NARS1	Neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities, autosomal dominant	disease	619092 	
NARS1	Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive	disease	619091 	AR
ATP8B1	Cholestasis, progressive familial intrahepatic 1	disease	211600 	AR
ATP8B1	Cholestasis, intrahepatic, of pregnancy, 1	disease	147480 	AD
ATP8B1	Cholestasis, benign recurrent intrahepatic	disease	243300 	AR
NEDD4L	Periventricular nodular heterotopia 7	disease	617201 	AD
MALT1	Immunodeficiency 12	disease	615468 	AR
RAX	Microphthalmia, isolated 3	disease	611038 	AR
LMAN1	Combined factor V and VIII deficiency	disease	227300 	AR
CCBE1	Hennekam lymphangiectasia-lymphedema syndrome 1	disease	235510 	AR
MC4R	Obesity (BMIQ20)	disease	618406 	AR;AD
MC4R	Obesity, resistance to (BMIQ20)	susceptibility	618406 	AR;AD
PIGN	Multiple congenital anomalies-hypotonia-seizures syndrome 1	disease	614080 	AR
TNFRSF11A	Osteopetrosis, autosomal recessive 7	disease	612301 	AR
TNFRSF11A	Paget disease of bone 2, early-onset	susceptibility	602080 	AD
TNFRSF11A	Osteolysis, familial expansile	disease	174810 	AD
BCL2	Leukemia/lymphoma, B-cell	disease	2 	
KDSR	Erythrokeratodermia variabilis et progressiva 4	disease	617526 	AR
SERPINB7	Palmoplantar keratoderma, Nagashima type	disease	615598 	AR
SERPINB8	Peeling skin syndrome 5	disease	617115 	AR
RTTN	Microcephaly, short stature, and polymicrogyria with seizures	disease	614833 	AR
CYB5A	Methemoglobinemia and ambiguous genitalia	disease	250790 	AR
ZNF407	SIMHA syndrome	disease	619557 	AR
TSHZ1	Aural atresia, congenital	disease	607842 	AD
CTDP1	Congenital cataracts, facial dysmorphism, and neuropathy	disease	604168 	AR
TXNL4A	Burn-McKeown syndrome	disease	608572 	AR
BSG	Blood group, OK	non-disease	111380 	
HCN2	Febrile seizures, familial, 2	disease	602477 	AD
HCN2	Epilepsy, idiopathic generalized, susceptibility to, 17	susceptibility	602477 	AD
HCN2	Generalized epilepsy with febrile seizures plus, type 11	disease	602477 	AD
ELANE	Neutropenia, cyclic	disease	162800 	AD
ELANE	Neutropenia, severe congenital 1, autosomal dominant	disease	202700 	AD
CFD	Complement factor D deficiency	disease	613912 	AR
KISS1R	Hypogonadotropic hypogonadism 8 with or without anosmia	disease	614837 	AR
KISS1R	Precocious puberty, central, 1	provisional	176400 	AD
ABCA7	Alzheimer disease 9, susceptibility to	susceptibility	608907 	AD
GPX4	Spondylometaphyseal dysplasia, Sedaghatian type	disease	250220 	AR
STK11	Melanoma, malignant, somatic	disease	155600 	
STK11	Pancreatic cancer, somatic	disease	260350 	
STK11	Peutz-Jeghers syndrome	disease	175200 	AD
STK11	Testicular tumor, somatic	disease	273300 	
ATP5F1D	Mitochondrial complex V (ATP synthase) deficiency	disease	618120 	AR
NDUFS7	Mitochondrial complex I deficiency, nuclear type 3	disease	618224 	AR
GAMT	Cerebral creatine deficiency syndrome 2	disease	612736 	AR
APC2	Cortical dysplasia, complex, with other brain malformations 10	disease	618677 	AR
APC2	Intellectual developmental disorder, autosomal recessive 74	disease	617169 	AR
REEP6	Retinitis pigmentosa 77	disease	617304 	AR
TCF3	Agammaglobulinemia 8, autosomal dominant	disease	616941 	AD
ADAT3	Neurodevelopmental disorder with brain abnormalities, poor growth, and dysmorphic facies	disease	615286 	AR
AP3D1	Hermansky-Pudlak syndrome 10	provisional	617050 	AR
